road_id,unique_key,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,road_ramp
66664282_road,66664282,Grand Central Pkwy,West/Toward RFK Triborough Bridge,Cross Island Pkwy Union Tpke (Exit 23) - Clearview Expwy Bronx Hillside Ave (I-295) (Exit 21),Roadway
66669649_road,66669649,N,Unspecified,Entrance,Ave O & W 7 St
66667762_road,66667762,L,Unspecified,Entrance,
66664132_road,66664132,Q,Unspecified,Entrance,E 69 St & 2 Av
66669648_road,66669648,6,Unspecified,Entrance,E 86 St & Lexington Av to Uptown & The B
66664129_road,66664129,6,Unspecified,Entrance,E 138 St & Brook Av to Manhattan
66665949_road,66665949,Q,Unspecified,Stairway,
66660516_road,66660516,F,Unspecified,Entrance,
66660520_road,66660520,J,Unspecified,Entrance,Canal St & Centre St & Walker St
66660519_road,66660519,D,Unspecified,Entrance,E 188 St & Grand Concourse
66660521_road,66660521,2,Unspecified,Mezzanine,
66662305_road,66662305,F,Unspecified,Stairway,
66666076_road,66666076,FDR Dr,Southbound/Downtown,E 106 St (Exit 15) - E 96 St (Exit 14),Roadway
66665954_road,66665954,6,Unspecified,Entrance,E 33 St & Park Av to Uptown & The Bronx
66669651_road,66669651,1,Unspecified,Passageway,
66673285_road,66673285,C,Unspecified,Mezzanine,
66664131_road,66664131,2,Unspecified,Mezzanine,
66673288_road,66673288,6,6 Uptown & The Bronx,Platform,
66671631_road,66671631,Grand Central Pkwy,East/Long Island Bound,Long Island Expwy Manhattan Eastern Long Is (I-495) (Exit 10 W-E),Ramp
66665952_road,66665952,J,Unspecified,Mezzanine,
66671472_road,66671472,C,B C Uptown & The Bronx,Platform,
66662309_road,66662309,6,6 Downtown,Platform,
66660602_road,66660602,FDR Dr,Southbound/Downtown,South St Manhattan Br (Exit 3) - Brooklyn Br Manhattan Civic Center (Exit 2),Roadway
66665957_road,66665957,E,Unspecified,Entrance,73 St & 37 Rd
66660517_road,66660517,6,Unspecified,Platform,
66664095_road,66664095,Major Deegan Expwy,South/Toward Triborough Br,E 153 St River Ave (Exit 6),Ramp
66671445_road,66671445,Major Deegan Expwy,South/Toward Triborough Br,E 153 St River Ave (Exit 6),Ramp
66669650_road,66669650,E,Unspecified,Other,
66665945_road,66665945,6,6 Downtown,Platform,
66667927_road,66667927,West Shore Expwy,Northbound,Woodrow Rd (Exit 3) - Arthur Kill Rd (Exit 4),Roadway
66671470_road,66671470,D,B D Uptown & The Bronx,Platform,
66665950_road,66665950,A,Unspecified,Mezzanine,
66662246_road,66662246,FDR Dr,Southbound/Downtown,Midtwon Tun E 34th St (Exit 8) - E 23 St (Exit 7),Roadway
66660523_road,66660523,R,R to Manhattan,Platform,
66669652_road,66669652,R,Unspecified,Other,
66669646_road,66669646,2,Unspecified,Platform,
66665928_road,66665928,1,1 Downtown,Platform,
66671471_road,66671471,F,F G to Church Av - Coney Island,Platform,
66673424_road,66673424,Richmond Pkwy/Korean War Vets,Northbound,Maguire Ave/Foster Rd/Huguenot Ave - Arden Ave/Annadale Rd,Roadway
66664126_road,66664126,R,R to Manhattan,Platform,
66671630_road,66671630,Richmond Pkwy/Korean War Vets,Northbound,Page Ave - West Shore Expwy(NY 440),Roadway
66664125_road,66664125,6,Unspecified,Platform,
66665944_road,66665944,F,Unspecified,Platform,
66673282_road,66673282,F,Unspecified,Platform,
66673284_road,66673284,L,Unspecified,Platform,
66662312_road,66662312,N,N R to Manhattan,Platform,
66673289_road,66673289,Q,Unspecified,Other,
66669645_road,66669645,F,Unspecified,Passageway,
66669653_road,66669653,4,Unspecified,Other,
66667764_road,66667764,A,Unspecified,Entrance,
66665953_road,66665953,G,Unspecified,Mezzanine,
66671460_road,66671460,J,Unspecified,Entrance,
66660504_road,66660504,J,Unspecified,Entrance,Essex St & Delancey St North side
66664109_road,66664109,J,Unspecified,Entrance,
66673283_road,66673283,A,Unspecified,Mezzanine,
66662304_road,66662304,4,Unspecified,Mezzanine,
66662292_road,66662292,J,Unspecified,Platform,
66665948_road,66665948,F,Unspecified,Platform,
66671458_road,66671458,J,Unspecified,Platform,
66673266_road,66673266,F,Unspecified,Other,
66656507_road,66656507,F,Unspecified,Mezzanine,
66650985_road,66650985,E,Unspecified,Platform,
66655401_road,66655401,B,Unspecified,Entrance,57 St & 8 Av SW corner / Turnstyles
66655402_road,66655402,J,Unspecified,Entrance,Essex St & Delancey St South side
66655424_road,66655424,J,Unspecified,Mezzanine,
66650987_road,66650987,G,Unspecified,Stairway,
66650965_road,66650965,2,Unspecified,Mezzanine,
66656506_road,66656506,F,Unspecified,Mezzanine,
66658759_road,66658759,7,Unspecified,Stairway,
66652099_road,66652099,J,Unspecified,Entrance,
66654283_road,66654283,F,Unspecified,Passageway,
66656515_road,66656515,E,Unspecified,Entrance,23 St & 44 Dr
66655422_road,66655422,J,Unspecified,Platform,
66652112_road,66652112,4,Unspecified,Mezzanine,
66654432_road,66654432,Richmond Pkwy/Korean War Vets,South/New Jersey Bound,Arden Ave - Huguenot Ave Foster Rd,Roadway
66656517_road,66656517,G,G to Church Av,Platform,
66650991_road,66650991,C,Unspecified,Other,
66656523_road,66656523,F,F M Downtown & Brooklyn,Platform,
66654516_road,66654516,Major Deegan Expwy,North/Westchester County Bound,Begin Major Deegan Expwy - Willis Ave Third Ave Br (Exit 2),Roadway
66654517_road,66654517,Bruckner Expwy,North/Eastbound,Maj Deegan Expwy Albany (I-87) (Exit 47),Ramp
66656875_road,66656875,Harlem River Dr,North/Bronx Bound,G Washington Br Amsterdam Ave W 179 St. (Exit 24) - Dyckman St 10th Ave,Roadway
66658758_road,66658758,2,1 2 3 Downtown & Brooklyn,Platform,
66657646_road,66657646,5,Unspecified,Stairway,
66658880_road,66658880,FDR Dr,Southbound/Downtown,E 106 St (Exit 15) - E 96 St (Exit 14),Roadway
66650969_road,66650969,C,Unspecified,Platform,
66650989_road,66650989,J,Unspecified,Mezzanine,
66657862_road,66657862,Staten Island Expwy,Westbound/To Goethals Br,Western Ave (Exit 3) - End Staten Island Expwy(Goethals Br),Roadway
66651049_road,66651049,Belt Pkwy,East/Long Island Bound,Merrick Blvd Francis Lewis Blvd (Exit 24A) - 130 Ave. (Exit 24B),Roadway
66652109_road,66652109,3,Unspecified,Platform,
66652111_road,66652111,E,Unspecified,Stairway,
66652114_road,66652114,A,A platform,Platform,
66658750_road,66658750,E,C Downtown & Brooklyn,Platform,
66655421_road,66655421,A,A Downtown & Brooklyn,Platform,
66653235_road,66653235,Q,Unspecified,Entrance,E 69 St & 2 Av
66654296_road,66654296,N,Unspecified,Other,
66657644_road,66657644,B,B D Uptown & The Bronx,Platform,
66653234_road,66653234,R,Unspecified,Entrance,4 Av & Prospect Expy to Bay Ridge - 95 S
66656524_road,66656524,R,R to Manhattan,Platform,
66656516_road,66656516,4,Unspecified,Platform,
66650118_road,66650118,Van Wyck Expwy,North/Bronx Bound,Linden Blvd (Exit 3),Ramp
66655403_road,66655403,6,Unspecified,Other,
66655427_road,66655427,D,B D E Uptown & The Bronx - Queens upper level,Platform,
66655425_road,66655425,4,Unspecified,Platform,
66656518_road,66656518,F,E F to Manhattan,Platform,
66656519_road,66656519,J,Unspecified,Mezzanine,
66650966_road,66650966,C,Unspecified,Platform,
66653230_road,66653230,A,Unspecified,Other,
66655423_road,66655423,B,Unspecified,Platform,
66653229_road,66653229,1,1 Downtown,Platform,
66653289_road,66653289,BQE/Gowanus Expwy,East/Queens Bound,Metropolitan Ave Williamsburg Br (Exit 32) - McGuinness Blvd / Humboldt St (Exit 33),Roadway
66657647_road,66657647,B,B C Downtown & Brooklyn,Platform,
66653233_road,66653233,2,Unspecified,Entrance,W 43 St & Broadway
66656521_road,66656521,E,Unspecified,Mezzanine,
66653221_road,66653221,1,Unspecified,Mezzanine,
66656520_road,66656520,D,Unspecified,Mezzanine,
66652110_road,66652110,F,F G to Manhattan - Queens,Platform,
66650968_road,66650968,N,Unspecified,Other,
66653228_road,66653228,N,Unspecified,Other,
66652100_road,66652100,1,Unspecified,Mezzanine,
66653222_road,66653222,1,Unspecified,Mezzanine,
66650967_road,66650967,A,Unspecified,Mezzanine,
66650978_road,66650978,A,Unspecified,Mezzanine,
66650988_road,66650988,E,B D E Downtown & Brooklyn lower level,Platform,
66650984_road,66650984,1,Unspecified,Mezzanine,
66654282_road,66654282,Q,Unspecified,Other,
66639498_road,66639498,E,Unspecified,Entrance,W 33 St & 8 Av
66639509_road,66639509,E,Unspecified,Entrance,W 33 St & 8 Av
66639600_road,66639600,BQE/Gowanus Expwy,West/Brooklyn Bound,Long Island Expwy (I-495) /Midtown Tunnel Eastern Long Is/Greenpoint Ave (Exit 35) - Kosciuszko Br (,Roadway
66645460_road,66645460,R,Unspecified,Passageway,
66645437_road,66645437,D,Unspecified,Other,
66639510_road,66639510,4,Unspecified,Entrance,
66656510_road,66656510,4,Unspecified,Entrance,
66642506_road,66642506,J,Unspecified,Mezzanine,
66642512_road,66642512,B,B D F M Downtown & Brooklyn,Platform,
66640995_road,66640995,C,C Uptown,Platform,
66649836_road,66649836,1,Unspecified,Other,
66645453_road,66645453,Q,Unspecified,Entrance,Park Pl & Flatbush Av
66645454_road,66645454,1,1 Uptown & The Bronx,Platform,
66648440_road,66648440,R,N Q R W Uptown & Queens,Platform,
66642507_road,66642507,L,Unspecified,Entrance,Halsey St & Wyckoff Av
66646937_road,66646937,R,Unspecified,Platform,
66649849_road,66649849,5,Unspecified,Platform,
66648445_road,66648445,F,Unspecified,Platform,
66649850_road,66649850,Manhattan Br,Manhattan Bound,Roadway,Roadway
66646941_road,66646941,Q,Unspecified,Other,
66641073_road,66641073,Harlem River Dr,North/Bronx Bound,E. 135th St Madison Ave Br (Exit 21),Ramp
66643945_road,66643945,C,B C Downtown & Brooklyn,Platform,
66644030_road,66644030,Belt Pkwy,East/Queens Bound,Coney Island Ave (Exit 8) - Knapp St Sheepshead Bay (Exits 9A),Roadway
66647097_road,66647097,Richmond Pkwy/Korean War Vets,South/New Jersey Bound,Maguire Ave/Bloomingdale Rd/Arthur Kill Rd,Ramp
66643964_road,66643964,R,Unspecified,Entrance,Prince St & Broadway to Downtown & Brook
66642571_road,66642571,Henry Hudson Pkwy/Rt 9A,South/Downtown,W 95 St (Exit 11) - W 79 St (Exit 10),Roadway
66643962_road,66643962,C,Unspecified,Platform,
66650028_road,66650028,Belt Pkwy,East/Queens Bound,Cropsey Ave Coney Is (Exit 6),Ramp
66644100_road,66644100,Belt Pkwy,East/Queens Bound,14th Ave Bay 8th St (Exit 4) - Verrazzano-Narrows Br (I-278) (Exit 3),Roadway
66642508_road,66642508,3,Unspecified,Mezzanine,
66641074_road,66641074,BQE/Gowanus Expwy,East/Queens Bound,Metropolitan Ave Williamsburg Br (Exit 32) - McGuinness Blvd / Humboldt St (Exit 33),Roadway
66646942_road,66646942,J,Unspecified,Mezzanine,
66646921_road,66646921,B,Unspecified,Entrance,57 St & 8 Av SW corner / Turnstyles
66650026_road,66650026,Belt Pkwy,East/Queens Bound,14th Ave Bay 8 St (Exit 4),Ramp
66640996_road,66640996,A,Unspecified,Platform,
66640997_road,66640997,G,G to Queens,Platform,
66645446_road,66645446,FDR Dr,Southbound/Downtown,South St Manhattan Br (Exit 3) - Brooklyn Br Manhattan Civic Center (Exit 2),Roadway
66639519_road,66639519,M,Unspecified,Passageway,
66638504_road,66638504,West Shore Expwy,Northbound,Glen St (Exit 9) - JCT Staten Island Expwy (I-278),Roadway
66646938_road,66646938,N,Unspecified,Mezzanine,
66642511_road,66642511,F,Unspecified,Other,
66648446_road,66648446,F,Unspecified,Other,
66645538_road,66645538,BQE/Gowanus Expwy,East/Queens Bound,McGuinness Blvd/Humboldt St (Exit 33),Ramp
66640778_road,66640778,BQE/Gowanus Expwy,East/Queens Bound,McGuinness Blvd / Humboldt St (Exit 33) - Kosciuszko Br (to Queens),Roadway
66648618_road,66648618,BQE/Gowanus Expwy,East/Queens Bound,McGuinness Blvd/Humboldt St (Exit 33),Ramp
66644031_road,66644031,BQE/Gowanus Expwy,East/Queens Bound,McGuinness Blvd / Humboldt St (Exit 33) - Kosciuszko Br (to Queens),Roadway
66642483_road,66642483,C,Unspecified,Platform,
66643946_road,66643946,Q,Unspecified,Mezzanine,
66639501_road,66639501,Manhattan Br,Brooklyn Bound,Roadway,Roadway
66645892_road,66645892,Harlem River Dr,South/Downtown,Dyckman St 10th Ave - Entrance ramp from George Washington Br,Roadway
66646943_road,66646943,J,J Z platform,Platform,
66642502_road,66642502,Q,Unspecified,Platform,
66648427_road,66648427,2,2 3 Downtown & Brooklyn,Platform,
66649838_road,66649838,B,Unspecified,Platform,
66649856_road,66649856,C,Unspecified,Platform,
66646944_road,66646944,1,Unspecified,Entrance,W 33 St & Penn Plz
66648619_road,66648619,Richmond Pkwy/Korean War Vets,Northbound,Maguire Ave/Foster Rd/Huguenot Ave - Arden Ave/Annadale Rd,Roadway
66646940_road,66646940,6,Unspecified,Mezzanine,
66648428_road,66648428,J,Unspecified,Mezzanine,
66648447_road,66648447,R,Unspecified,Stairway,
66647099_road,66647099,Richmond Pkwy/Korean War Vets,Northbound,Arden Ave/Annadale Rd - Richmond Ave,Roadway
66639521_road,66639521,J,J M Z to Broad St (JZ) Uptown (M),Platform,
66642510_road,66642510,2,Unspecified,Entrance,W 43 St & Broadway
66648441_road,66648441,1,1 Downtown,Platform,
66649854_road,66649854,F,F to Manhattan,Platform,
66642484_road,66642484,N,Unspecified,Mezzanine,
66649837_road,66649837,3,Unspecified,Mezzanine,
66649855_road,66649855,A,Unspecified,Mezzanine,
66643944_road,66643944,F,Unspecified,Platform,
66649845_road,66649845,F,Unspecified,Platform,
66649933_road,66649933,Van Wyck Expwy,South/JFK Airport Bound,Hillside Ave/Jamaica Ave (Exit 6) - Atlantic Ave (Exit 5),Roadway
66648429_road,66648429,E,Unspecified,Entrance,W 35 St & 8 Av
66629820_road,66629820,2,Unspecified,Entrance,
66626417_road,66626417,J,Unspecified,Mezzanine,
66633240_road,66633240,Van Wyck Expwy,North/Bronx Bound,Linden Blvd (Exit 3) - Liberty Ave (Exit 4),Roadway
66629750_road,66629750,FDR Dr,Southbound/Downtown,E 106 St (Exit 15),Ramp
66634781_road,66634781,J,J M Z to Broad St (JZ) Uptown (M),Platform,
66631484_road,66631484,6,Unspecified,Mezzanine,
66631486_road,66631486,R,R to Bay Ridge - 95 St,Platform,
66634525_road,66634525,Bronx River Pkwy,Southbound,Fordham Rd (US 1S) (Exit 7W) - Pelham Pkwy (Exit 7E),Roadway
66633146_road,66633146,4,Unspecified,Mezzanine,
66631485_road,66631485,J,Unspecified,Mezzanine,
66634802_road,66634802,2,Unspecified,Platform,
66634809_road,66634809,J,J M Z to Broad St (JZ) Uptown (M),Platform,
66633447_road,66633447,FDR Dr,Southbound/Downtown,Grand St Williamsburg Br (Exit 4) - South St Manhattan Br (Exit 3),Roadway
66633150_road,66633150,D,Unspecified,Mezzanine,
66629821_road,66629821,E,Unspecified,Entrance,
66629818_road,66629818,A,Unspecified,Entrance,57 St & 8 Av NE corner / Turnstyles
66626420_road,66626420,E,Unspecified,Other,
66637796_road,66637796,Bronx River Pkwy,Southbound,Boston Rd/Bronx Zoo (US 1N) (Exit 6) - East 177th St / Sheridan Expwy (I-895S)/RFK Bridge (Exit 5),Roadway
66626422_road,66626422,3,Unspecified,Other,
66636611_road,66636611,Grand Central Pkwy,East/Long Island Bound,78 Ave Queens Blvd (NY 25) (Exit 12) - Van Wyck Expwy Kennedy Airport (I-678) (Exit 13),Roadway
66638236_road,66638236,Richmond Pkwy/Korean War Vets,Northbound,Arden Ave/Annadale Rd - Richmond Ave,Roadway
66636613_road,66636613,Belt Pkwy,East/Queens Bound,14th Ave Bay 8 St (Exit 4),Ramp
66638032_road,66638032,R,N Q R W Downtown & Brooklyn,Platform,
66636492_road,66636492,Nassau Expwy,Westbound,BEGIN Nassau Expwy- No Hangar Rd/No Boundary Rd (Exit 3),Roadway
66626419_road,66626419,C,B C Downtown & Brooklyn,Platform,
66633147_road,66633147,7,Unspecified,Other,
66631236_road,66631236,Nassau Expwy,Westbound,Entrance Nassau Expwy,Ramp
66626629_road,66626629,Long Island Expwy,East/Long Island Bound,Grand Central Pkwy/VanWyck Expwy(Exit 22 A-E),Ramp
66628151_road,66628151,Manhattan Br,Brooklyn Bound,Roadway,Roadway
66634793_road,66634793,Manhattan Br,Brooklyn Bound,Roadway,Roadway
66633241_road,66633241,Cross Bronx Expwy,South/East (To Throgs Neck Br),Rosedale Ave Bronx River Pkwy (Exit 4B) - Third Ave (Exit 3),Roadway
66634801_road,66634801,W,Unspecified,Entrance,
66633135_road,66633135,Queensboro/59th St Br,Queens Bound,Ramp,Ramp
66629827_road,66629827,B,Unspecified,Mezzanine,
66626398_road,66626398,C,Unspecified,Platform,
66633149_road,66633149,2,Unspecified,Platform,
66634782_road,66634782,A,Unspecified,Entrance,57 St & 8 Av SW corner / Turnstyles
66636419_road,66636419,R,N R to Manhattan,Platform,
66638035_road,66638035,R,R to Manhattan,Platform,
66636380_road,66636380,Major Deegan Expwy,South/Toward Triborough Br,E 153 St River Ave (Exit 6),Ramp
66636420_road,66636420,2,Unspecified,Passageway,
66633448_road,66633448,Cross Bronx Expwy,South/East (To Throgs Neck Br),Third Ave (Exit 3),Ramp
66634999_road,66634999,Major Deegan Expwy,North/Westchester County Bound,W Fordham Rd  Univ Hts Br (Exit 9),Ramp
66634808_road,66634808,3,Unspecified,Mezzanine,
66626397_road,66626397,6,Unspecified,Passageway,
66629826_road,66629826,Q,Unspecified,Entrance,Park Pl & Flatbush Av
66633132_road,66633132,C,Unspecified,Platform,
66625241_road,66625241,West Shore Expwy,Northbound,Arthur Kill Rd Huguenot Ave (Exit 4) - Victory Blvd (Exit 7),Roadway
66626396_road,66626396,L,L to 8 Av,Platform,
66626633_road,66626633,Richmond Pkwy/Korean War Vets,Northbound,Arden Ave/Annadale Rd - Richmond Ave,Roadway
66630010_road,66630010,Cross Bronx Expwy,South/East (To Throgs Neck Br),White Plains Road/Westchester Ave (Exit 5A),Ramp
66629819_road,66629819,A,A Downtown & Brooklyn,Platform,
66626412_road,66626412,Q,Unspecified,Entrance,
66626421_road,66626421,1,Unspecified,Entrance,
66636416_road,66636416,5,Unspecified,Mezzanine,
66633148_road,66633148,R,Unspecified,Mezzanine,
66636417_road,66636417,4,Unspecified,Mezzanine,
66634806_road,66634806,6,Unspecified,Mezzanine,
66628167_road,66628167,1,Unspecified,Entrance,W 33 St & Penn Plz
66629829_road,66629829,1,Unspecified,Entrance,W 43 St & Broadway
66634807_road,66634807,6,Unspecified,Mezzanine,
66628164_road,66628164,R,R W Uptown & Queens,Platform,
66628166_road,66628166,3,Unspecified,Platform,
66628148_road,66628148,N,Unspecified,Mezzanine,
66628149_road,66628149,Q,Unspecified,Stairway,
66634783_road,66634783,F,Unspecified,Passageway,
66636395_road,66636395,F,F platform,Platform,
66620381_road,66620381,E,Unspecified,Entrance,W 35 St & 8 Av
66628158_road,66628158,E,Unspecified,Entrance,W 35 St & 8 Av
66623382_road,66623382,Q,Unspecified,Mezzanine,
66621873_road,66621873,F,Unspecified,Mezzanine,
66621884_road,66621884,J,Unspecified,Mezzanine,
66614526_road,66614526,G,Unspecified,Platform,
66623377_road,66623377,R,R W Uptown & Queens,Platform,
66623391_road,66623391,E,Unspecified,Platform,
66623389_road,66623389,D,Unspecified,Stairway,
66616035_road,66616035,G,Unspecified,Platform,
66624812_road,66624812,F,F Downtown & Brooklyn,Platform,
66621872_road,66621872,E,Unspecified,Mezzanine,
66617525_road,66617525,E,Unspecified,Stairway,
66620536_road,66620536,Van Wyck Expwy,South/JFK Airport Bound,S Conduit Ave Belt Pkwy Eastern L I (Exit 1E),Ramp
66624817_road,66624817,Q,Unspecified,Mezzanine,
66624818_road,66624818,2,1 2 3 Downtown & Brooklyn,Platform,
66624667_road,66624667,Van Wyck Expwy,North/Bronx Bound,Linden Blvd (Exit 3) - Liberty Ave (Exit 4),Roadway
66623378_road,66623378,Queensboro/59th St Br,Manhattan Bound,Ramp,Ramp
66614674_road,66614674,BQE/Gowanus Expwy,West/Staten Island Bound,6th Ave (Exit 20) - 86 St (Exit 19),Roadway
66618815_road,66618815,Long Island Expwy,East/Long Island Bound,Grand Central Pkwy/VanWyck Expwy(Exit 22 A-E),Ramp
66616055_road,66616055,J,Unspecified,Entrance,Canal St & Centre St & Walker St
66613334_road,66613334,Henry Hudson Pkwy/Rt 9A,North/Bronx Bound,W 239th St (Exit 20) - W 246 St (Exit 21),Roadway
66619069_road,66619069,Belt Pkwy,East/Queens Bound,14th Ave Bay 8 St (Exit 4),Ramp
66617646_road,66617646,Staten Island Expwy,East/Brooklyn Bound,Victory Blvd (Exit 8) - Dr M L King Jr Expwy Bayonne Br (NY 440) (Exit 9),Roadway
66616233_road,66616233,Belt Pkwy,East/Long Island Bound,Cross Bay Blvd Woodhaven Rockaways(Exit 17) - Nassau Expwy (NY 878)/Van Wyck Expwy Kennedy Airport (,Roadway
66621882_road,66621882,1,1 Uptown & The Bronx,Platform,
66614537_road,66614537,2,Unspecified,Entrance,Lenox Av & W 116 St to Downtown & Brookl
66620537_road,66620537,FDR Dr,Southbound/Downtown,South St Manhattan Br (Exit 3) - Brooklyn Br Manhattan Civic Center (Exit 2),Roadway
